,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
7535,5,2,0,0,1,2,2,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7534,2,4,0,4,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7533,2,1,1,1,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7532,4,2,0,4,1,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7531,3,2,1,6,0,0,1,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7530,3,2,0,6,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7529,4,8,1,3,0,1,1,0,0,4,2,5,1,0,0,1,0,5,0,7,0
7528,3,2,1,6,0,0,0,0,0,4,1,8,1,0,0,1,0,5,0,7,0
7527,4,8,0,5,1,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7526,3,3,0,3,0,0,1,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7525,4,3,0,0,1,1,1,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7524,4,3,0,3,1,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7523,3,3,1,2,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7522,5,10,2,1,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7521,3,3,0,5,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7520,3,7,0,3,0,0,0,0,0,4,1,8,1,0,0,1,0,5,0,7,0
7547,3,2,0,6,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7549,3,3,0,2,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
594,4,6,0,6,0,0,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
7550,4,3,0,3,1,0,0,0,0,4,3,2,1,0,0,1,0,5,0,7,1
7577,5,3,0,4,0,2,2,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7576,3,2,0,6,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7575,3,1,0,0,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7574,4,4,1,4,0,2,2,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7573,3,4,3,4,1,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7572,5,5,2,3,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7571,2,4,0,4,0,0,0,0,0,4,2,3,1,0,0,1,0,5,0,7,1
7570,2,1,0,1,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7569,5,0,2,0,0,1,0,0,0,4,1,9,1,0,0,1,0,5,0,7,0
7568,3,3,0,2,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7567,4,4,0,4,1,1,0,0,0,4,1,7,1,0,0,1,0,5,0,7,0
7566,4,2,0,1,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7565,4,4,1,6,1,0,1,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7564,4,4,2,4,0,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7563,4,4,0,4,1,1,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7562,3,3,1,3,1,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7561,4,4,0,4,1,1,0,0,0,4,1,5,1,0,0,1,0,5,0,7,0
7560,4,8,0,1,1,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7559,3,2,1,6,1,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7558,2,3,1,1,0,0,0,0,0,4,2,3,1,0,0,1,0,5,0,7,0
7557,3,4,1,4,1,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7556,3,3,0,0,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7555,3,3,0,1,0,0,0,0,0,4,3,2,1,0,0,1,0,5,0,7,1
7554,5,4,0,5,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7553,2,3,0,3,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7552,5,3,0,2,1,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7551,3,1,0,1,0,1,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7519,3,4,0,1,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7518,2,1,1,1,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7517,5,1,0,5,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7516,5,8,0,6,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7485,5,1,2,1,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7484,5,4,0,4,1,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7483,5,4,0,4,1,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7482,2,1,1,1,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7481,3,3,0,5,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7480,3,1,0,1,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7479,3,3,0,3,1,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7478,5,4,0,4,0,1,0,0,0,4,2,2,1,0,0,1,0,5,0,7,1
7477,3,1,0,1,0,1,1,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7476,4,3,0,0,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7475,5,1,0,1,1,2,2,0,0,4,2,2,1,0,0,1,0,5,0,7,1
7474,2,4,1,4,1,1,1,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7473,6,2,0,1,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7472,3,3,1,3,1,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7471,4,2,0,6,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7470,4,3,0,2,1,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,1
7469,4,3,0,4,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7468,2,1,1,5,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7467,3,4,0,4,0,0,0,0,0,4,1,12,1,0,0,1,0,5,0,7,0
7466,4,3,0,0,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7465,2,2,1,1,0,0,1,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7464,4,2,0,6,0,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7463,4,3,0,3,1,1,0,0,0,4,1,4,1,0,0,1,0,5,0,7,0
7462,3,2,0,6,0,0,0,0,0,4,2,1,1,0,0,1,0,5,0,7,0
7461,3,3,0,0,0,0,0,0,0,4,1,4,1,0,0,1,0,5,0,7,0
7460,4,7,2,1,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7459,2,2,0,1,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7486,3,1,0,1,0,0,0,0,0,4,3,1,1,0,0,1,0,5,0,7,1
7487,2,2,1,5,0,0,0,0,0,4,1,4,1,0,0,1,0,5,0,7,0
7488,4,4,0,4,1,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7503,3,4,0,4,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7515,2,4,1,1,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7514,4,2,0,6,0,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7513,4,6,0,3,0,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7512,3,3,0,5,1,1,1,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7511,3,2,0,6,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7510,4,4,0,6,0,1,0,0,0,4,1,4,1,0,0,1,0,5,0,7,0
7509,3,2,2,1,1,0,0,0,0,4,1,8,1,0,0,1,0,5,0,7,0
7508,3,3,0,3,0,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7507,5,4,0,6,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7506,4,9,0,5,0,0,0,0,0,4,2,1,1,0,0,1,0,5,0,7,0
7505,4,2,0,6,1,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7504,3,2,0,5,0,2,2,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7502,6,3,0,0,1,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7489,4,2,1,6,0,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7501,3,2,0,1,0,0,0,0,0,4,2,1,1,0,0,1,0,5,0,7,0
7500,3,2,0,5,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7499,2,3,0,3,1,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7498,2,2,1,5,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7497,3,3,1,3,0,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7496,4,2,2,1,0,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7495,4,7,2,3,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7494,2,2,0,6,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7493,3,3,1,3,1,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7492,4,3,2,0,0,1,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7491,4,4,0,1,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7490,2,4,1,4,0,1,0,0,0,4,1,13,1,0,0,1,0,5,0,7,0
7578,3,3,1,3,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7579,3,6,0,3,0,1,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7580,2,2,1,1,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7641,4,4,2,1,0,0,0,0,0,4,1,5,1,0,0,1,0,5,0,7,0
563,4,2,0,6,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
562,4,3,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,5,0,7,0
561,3,3,0,2,1,1,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
560,4,3,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
559,3,3,0,2,1,1,1,0,0,1,1,1,1,0,0,1,0,5,0,7,0
558,3,3,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
557,4,4,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
556,4,3,0,1,0,0,1,0,0,1,3,3,1,0,0,1,0,5,0,7,1
555,4,4,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,5,0,7,0
554,4,3,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
553,5,5,0,6,0,1,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
552,4,10,0,2,0,0,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
551,3,3,0,3,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
550,3,2,1,6,0,0,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
549,5,3,0,0,1,2,2,0,0,1,1,1,1,0,0,1,0,5,0,7,0
548,3,2,1,6,0,1,1,0,0,1,1,1,1,0,0,1,0,5,0,7,0
547,3,2,2,1,0,0,1,0,0,1,1,2,1,0,0,1,0,5,0,7,0
546,4,2,0,6,0,0,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
545,4,2,0,4,0,1,1,0,0,1,1,2,1,0,0,1,0,5,0,7,0
544,3,8,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
543,3,10,1,6,0,1,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
542,5,4,0,4,1,0,1,0,0,1,1,1,1,0,0,1,0,5,0,7,0
541,3,3,1,3,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
540,5,8,0,5,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
539,3,8,0,6,0,0,0,0,0,1,2,1,1,0,0,1,0,5,0,7,0
538,3,2,1,2,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
7643,2,3,0,2,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
564,3,2,2,6,0,2,2,0,0,1,1,1,1,0,0,1,0,5,0,7,0
565,3,2,0,2,0,1,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
566,4,3,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
581,3,3,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
593,3,1,1,1,0,2,2,0,0,1,1,2,1,0,0,1,0,5,0,7,0
592,3,2,0,6,0,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
591,3,4,0,4,0,1,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
590,3,4,0,4,0,0,0,0,0,1,4,3,1,0,0,1,0,5,0,7,0
589,5,3,0,2,1,0,0,0,0,1,1,5,1,0,0,1,0,5,0,7,0
588,4,3,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
587,5,3,0,0,0,1,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
586,4,6,0,6,1,0,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
585,3,2,1,6,0,0,1,0,0,1,1,2,1,0,0,1,0,5,0,7,0
584,4,9,0,5,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
583,2,4,1,4,0,0,1,0,0,1,1,2,1,0,0,1,0,5,0,7,0
582,4,9,0,5,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
580,5,6,0,6,1,0,0,0,0,1,1,1,1,0,0,1,0,5,0,7,0
567,3,4,0,5,0,0,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
579,3,3,0,5,0,0,0,0,0,1,1,3,1,0,0,1,0,5,0,7,0
578,4,6,0,6,0,0,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
577,3,1,0,1,1,0,1,0,0,1,1,2,1,0,0,1,0,5,0,7,0
576,4,2,2,1,0,0,0,0,0,1,1,4,1,0,0,1,0,5,0,7,0
575,4,2,0,1,0,0,0,0,0,1,2,3,1,0,0,1,0,5,0,7,0
574,4,0,0,1,0,0,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
573,5,5,0,0,1,1,1,0,0,1,1,4,1,0,0,1,0,5,0,7,0
572,5,3,0,3,1,1,0,0,0,1,1,2,1,0,0,1,0,5,0,7,0
571,3,4,0,4,0,2,2,0,0,1,1,2,1,0,0,1,0,5,0,7,0
570,4,10,0,4,0,2,2,0,0,1,1,2,1,0,0,1,0,5,0,7,0
569,4,7,0,6,1,2,2,0,0,1,1,2,1,0,0,1,0,5,0,7,0
568,2,2,1,6,0,0,0,0,0,1,1,3,1,0,0,1,0,5,0,7,0
7642,3,3,0,3,0,1,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7640,5,4,0,6,0,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7581,2,1,1,1,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7639,3,1,1,1,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7608,4,3,0,0,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7607,3,6,0,6,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7606,3,3,0,3,0,1,0,0,0,4,1,6,1,0,0,1,0,5,0,7,0
7605,5,2,0,3,1,1,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7604,4,6,0,5,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7603,3,8,0,3,0,1,0,0,0,4,1,5,1,0,0,1,0,5,0,7,0
7602,4,3,0,3,0,1,0,0,0,4,1,6,1,0,0,1,0,5,0,7,0
7601,3,1,2,2,0,0,0,0,0,4,2,2,1,0,0,1,0,5,0,7,0
7600,4,2,0,4,1,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7599,3,3,1,3,1,0,0,0,0,4,1,7,1,0,0,1,0,5,0,7,0
7598,4,10,0,6,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7597,2,1,0,5,0,1,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7596,4,1,0,1,1,1,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7595,4,2,2,6,0,1,0,0,0,4,1,4,1,0,0,1,0,5,0,7,0
7594,3,2,0,6,0,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7593,3,2,0,3,0,1,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7592,3,3,2,3,0,1,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7591,3,6,0,6,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7590,4,9,0,5,1,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7589,4,3,2,1,0,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7588,4,10,0,5,1,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7587,3,3,0,2,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7586,3,2,2,1,0,1,0,0,0,4,1,5,1,0,0,1,0,5,0,7,0
7585,5,5,1,1,0,0,0,0,0,4,1,4,1,0,0,1,0,5,0,7,0
7584,3,4,0,4,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7583,4,2,0,4,0,0,1,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7582,4,3,0,3,1,0,0,0,0,4,1,1,1,0,0,1,0,5,0,7,0
7609,3,3,0,3,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7610,3,4,1,6,0,2,2,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7611,4,10,0,6,1,1,1,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7626,2,6,1,6,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7638,4,1,0,3,0,1,0,0,0,4,1,4,1,0,0,1,0,5,0,7,0
7637,4,4,1,4,0,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7636,4,3,0,3,1,0,0,0,0,4,1,9,1,0,0,1,0,5,0,7,0
7635,3,4,2,4,0,1,1,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7634,5,3,2,0,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7633,4,2,0,6,1,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7632,3,4,3,4,1,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7631,5,3,0,5,1,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7630,3,3,0,5,1,1,0,0,0,4,1,4,1,0,0,1,0,5,0,7,0
7629,2,3,1,3,0,0,0,0,0,4,1,14,1,0,0,1,0,5,0,7,0
7628,5,8,1,6,1,1,1,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7627,3,0,2,2,0,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7625,3,3,0,0,0,1,0,0,0,4,1,4,1,0,0,1,0,5,0,7,0
7612,3,2,0,1,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7624,4,4,0,3,0,0,0,0,0,4,1,5,1,0,0,1,0,5,0,7,0
7623,3,2,1,6,0,1,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7622,3,1,0,1,0,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7621,3,3,0,3,0,0,0,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7620,4,4,1,5,0,1,0,0,0,4,2,3,1,0,0,1,0,5,0,7,1
7619,3,6,1,4,0,1,0,0,0,4,1,6,1,0,0,1,0,5,0,7,0
7618,5,8,0,6,1,0,0,0,0,4,2,3,1,0,0,1,0,5,0,7,0
7617,4,4,0,4,0,0,0,0,0,4,1,2,1,0,0,1,0,5,0,7,0
7616,2,3,0,1,0,1,1,0,0,4,1,3,1,0,0,1,0,5,0,7,0
7615,5,6,0,3,0,1,0,0,0,4,1,5,1,0,0,1,0,5,0,7,0
7614,3,1,0,1,1,0,0,0,0,4,1,4,1,0,0,1,0,5,0,7,0
7613,4,3,0,2,0,1,0,0,0,4,4,2,1,0,0,1,0,5,0,7,1
839,3,2,1,6,0,1,0,0,0,2,1,2,1,0,0,1,0,5,0,7,0
840,3,2,1,5,0,1,0,0,0,2,3,1,1,0,0,1,0,5,0,7,0
841,3,4,0,4,0,0,0,0,0,2,1,1,1,0,0,1,0,5,0,7,0
1176,5,0,2,0,1,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1174,3,4,0,4,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1173,5,2,0,1,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1172,5,3,0,1,1,0,1,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1171,4,2,1,1,0,0,1,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1170,4,2,1,1,0,1,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1169,4,3,0,4,0,1,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1168,4,0,0,2,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1167,5,3,0,0,1,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1166,4,1,0,4,0,1,0,0,0,3,2,1,1,0,0,1,0,5,0,7,1
1165,5,9,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1164,3,2,1,6,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1163,4,2,0,1,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1162,4,2,0,1,0,1,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1161,4,5,0,3,1,1,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1160,3,2,1,5,0,0,0,0,0,3,1,3,1,0,0,1,0,5,0,7,0
1159,2,1,0,4,1,0,0,0,0,3,1,3,1,0,0,1,0,5,0,7,0
1158,3,8,0,1,0,1,0,0,0,3,1,5,1,0,0,1,0,5,0,7,0
1157,4,3,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1156,5,2,0,6,0,0,1,0,0,3,1,2,1,0,0,1,0,5,0,7,0
1155,2,1,1,1,0,0,0,0,0,3,1,2,1,0,0,1,0,5,0,7,0
1154,3,2,1,1,0,0,0,0,0,3,1,3,1,0,0,1,0,5,0,7,0
1153,4,3,0,4,0,0,0,0,0,3,1,2,1,0,0,1,0,5,0,7,0
1152,3,2,0,6,0,1,0,0,0,3,1,2,1,0,0,1,0,5,0,7,0
1151,4,2,0,1,0,1,1,0,0,3,1,2,1,0,0,1,0,5,0,7,0
1150,5,3,0,3,1,0,0,0,0,3,1,2,1,0,0,1,0,5,0,7,0
1149,5,5,0,6,0,0,0,0,0,3,1,6,1,0,0,1,0,5,0,7,0
1148,4,3,0,3,1,0,0,0,0,3,1,2,1,0,0,1,0,5,0,7,0
1175,3,3,0,3,0,0,1,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1177,3,1,2,2,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
842,5,10,0,3,0,1,1,0,0,2,1,1,1,0,0,1,0,5,0,7,0
1178,4,7,0,3,1,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1205,3,9,0,3,0,1,1,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1204,4,3,0,2,1,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1203,4,6,0,6,1,0,0,0,0,3,1,2,1,0,0,1,0,5,0,7,0
1202,3,3,0,2,0,1,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1201,3,3,1,0,0,0,0,0,0,3,1,3,1,0,0,1,0,5,0,7,0
1200,3,4,0,4,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1199,4,4,2,5,0,1,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1198,4,3,0,2,0,1,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1197,3,2,1,6,1,1,1,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1196,5,3,0,3,0,1,0,0,0,3,1,2,1,0,0,1,0,5,0,7,0
1195,5,1,0,5,0,1,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1194,2,3,0,2,1,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1193,3,2,1,6,1,1,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1192,2,3,0,2,1,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1191,4,3,0,2,0,1,1,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1190,4,0,0,0,1,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1189,4,3,1,3,0,1,0,0,0,3,1,3,1,0,0,1,0,5,0,7,1
1188,3,2,0,1,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1187,4,3,0,2,0,0,1,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1186,3,8,1,6,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1185,4,3,0,1,0,1,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1184,3,4,0,4,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1183,4,4,0,1,0,1,1,0,0,3,1,2,1,0,0,1,0,5,0,7,0
1182,5,4,0,4,0,0,1,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1181,4,9,0,2,0,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1180,3,2,0,2,1,0,0,0,0,3,1,2,1,0,0,1,0,5,0,7,0
1179,4,4,0,4,1,0,0,0,0,3,1,1,1,0,0,1,0,5,0,7,0
1147,3,4,0,4,0,1,0,0,0,3,1,3,1,0,0,1,0,5,0,7,0
1146,4,2,2,1,0,1,0,0,0,3,1,3,1,0,0,1,0,5,0,7,0
1145,5,2,2,6,0,1,0,0,0,2,1,4,1,0,0,1,0,5,0,7,0
1144,4,3,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,5,0,7,0
1113,3,6,0,6,0,0,0,0,0,2,2,1,1,0,0,1,0,5,0,7,0
1112,3,3,0,2,0,0,0,0,0,2,1,2,1,0,0,1,0,5,0,7,0
1111,4,3,0,0,0,1,0,0,0,2,1,3,1,0,0,1,0,5,0,7,0
1110,4,2,1,6,0,2,2,0,0,2,1,1,1,0,0,1,0,5,0,7,0
1109,3,4,0,4,0,0,0,0,0,2,1,2,1,0,0,1,0,5,0,7,0
1108,3,3,0,3,0,0,0,0,0,2,1,3,1,0,0,1,0,5,0,7,0
1107,3,6,0,6,0,1,1,0,0,2,1,1,1,0,0,1,0,5,0,7,0
1106,4,3,0,0,0,1,0,0,0,2,1,3,1,0,0,1,0,5,0,7,0
1105,3,6,0,6,0,1,0,0,0,2,1,1,1,0,0,1,0,5,0,7,0
1104,6,1,0,5,0,1,0,0,0,2,1,1,1,0,0,1,0,5,0,7,0
1103,3,3,0,5,1,1,1,0,0,2,1,3,1,0,0,1,0,5,0,7,0
1102,3,10,0,1,0,1,0,0,0,2,1,5,1,0,0,1,0,5,0,7,0
1101,5,1,2,2,1,0,1,0,0,2,1,3,1,0,0,1,0,5,0,7,0
1100,3,3,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,5,0,7,0
