,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
2280,1,0,2,2,4,0,0,0,0,0,0,-67,-83,-80,-64,-80,-45,0,0,0,0,0,0,0
2281,49,1,3,1,5,0,0,0,0,0,0,-45,-61,-68,-44,-58,-28,0,0,0,0,1,0,0
2282,8,0,3,1,4,0,0,0,0,0,0,-51,-67,-71,-50,-66,-35,0,0,0,0,0,0,0
2283,6,0,1,2,2,0,0,2,2,0,0,-61,-76,-76,-57,-72,-39,0,0,0,0,0,0,0
2284,4,0,3,1,4,0,0,-1,-1,-1,-1,-64,-79,-81,-67,-73,-47,0,0,0,7,0,0,1
2285,17,1,1,1,3,-1,0,0,0,0,0,-48,-64,-71,-53,-73,-41,0,0,0,0,1,0,0
2286,4,1,2,2,2,1,3,2,2,0,0,-62,-78,-77,-59,-74,-37,0,0,0,0,4,0,0
2287,22,0,2,2,3,0,0,0,0,0,0,-29,-41,-56,-36,-50,-22,1,0,0,0,1,1,0
2288,6,1,2,2,2,1,2,0,0,0,0,-63,-80,-79,-62,-78,-43,0,0,0,0,0,0,0
2289,2,1,3,2,3,0,0,0,0,0,0,-68,-83,-80,-64,-79,-44,0,0,0,0,0,0,1
2290,1,1,3,3,5,1,2,0,0,0,0,-68,-84,-80,-65,-81,-45,0,0,0,0,0,0,0
2291,8,1,3,1,3,1,-1,2,2,-1,2,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
2292,7,0,3,1,4,2,2,3,3,2,3,-58,-72,-73,-53,-68,-35,0,0,0,0,0,0,1
2293,35,0,1,1,4,1,-1,2,2,-1,-1,-70,-85,-81,-67,-80,-40,0,0,0,1,9,3,0
2294,14,0,1,2,2,-1,2,2,-1,2,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,1
2295,19,0,1,1,3,1,2,2,-2,-2,-2,-65,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
2296,29,0,3,2,3,0,0,0,0,-1,-1,-63,-77,-77,-54,-82,-46,1,0,3,0,1,1,0
2297,49,1,1,1,3,-2,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,1
2298,20,1,1,2,2,-1,0,0,0,0,0,-65,-81,-79,-62,-78,-45,0,0,0,0,0,0,0
2299,7,0,2,2,3,0,-1,-1,0,-1,-1,-66,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
2300,19,0,1,1,4,2,0,0,0,0,0,-36,-49,-68,-43,-58,-35,0,0,0,0,0,0,0
2301,22,0,1,1,3,-1,-1,0,0,0,0,-69,-82,-78,-64,-81,-45,1,1,0,0,1,0,1
2302,5,0,1,1,2,0,0,0,3,2,2,-60,-75,-75,-56,-71,-38,0,0,0,0,1,0,0
2303,17,1,2,2,3,1,2,2,0,0,0,-39,-52,-64,-41,-56,-26,0,0,0,0,1,0,1
2304,7,1,2,1,2,0,0,0,0,0,0,-60,-77,-77,-58,-75,-41,0,0,0,0,0,0,0
2305,21,0,1,1,4,-2,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
2306,2,0,2,1,2,0,0,0,-1,2,-1,-68,-84,-82,-66,-82,-46,0,0,0,0,0,0,0
2307,2,0,1,2,3,1,-2,-1,-1,-1,-1,-69,-85,-81,-66,-82,-47,0,0,0,0,0,1,0
2308,2,1,2,2,2,0,0,0,0,0,0,-68,-83,-80,-64,-80,-45,0,0,0,0,0,0,0
2309,14,1,2,1,4,0,0,0,0,0,0,-60,-75,-75,-56,-71,-38,0,0,0,0,0,0,0
2310,2,0,2,1,4,1,2,0,0,0,0,-65,-81,-79,-62,-78,-43,0,0,0,0,0,0,0
2311,17,1,2,2,2,0,0,0,0,0,0,-53,-74,-75,-56,-71,-37,0,0,0,0,0,0,0
2312,2,1,1,2,5,2,0,0,0,0,0,-65,-80,-78,-61,-77,-42,0,0,0,0,0,0,0
2313,23,0,1,2,2,0,0,0,0,0,0,-28,-48,-61,-39,-53,-24,1,0,1,1,1,0,0
2314,11,0,2,2,3,0,0,0,0,0,0,-65,-80,-78,-61,-76,-42,0,0,0,0,0,0,0
2315,14,0,3,1,4,0,0,0,0,0,-2,-66,-82,-81,-65,-83,-47,0,0,0,0,0,0,0
2316,17,0,1,1,4,1,-2,-1,-1,-1,-2,-69,-85,-81,-66,-83,-47,0,0,0,0,0,0,0
2317,4,1,2,1,4,0,0,0,0,0,0,-62,-74,-80,-64,-79,-44,0,0,0,0,0,0,0
2318,35,0,1,2,2,1,-2,-2,-1,-1,-2,-70,-85,-81,-66,-83,-47,0,0,0,0,0,0,1
2319,2,0,3,3,6,-1,-1,-2,-2,-1,-1,-69,-85,-81,-67,-82,-45,0,0,0,0,3,0,0
2320,4,1,2,1,2,-1,-1,-1,0,0,0,-69,-85,-79,-63,-79,-44,0,1,0,0,0,0,0
2321,2,0,2,1,3,-1,3,2,0,-1,3,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
2322,4,0,1,2,5,0,0,0,0,0,0,-61,-76,-76,-63,-79,-44,0,0,0,0,0,0,0
2323,8,1,2,2,3,0,0,0,-2,-2,-2,-61,-78,-81,-67,-83,-47,0,0,0,0,0,15,0
2324,19,0,2,2,3,7,6,5,4,3,2,-35,-50,-61,-33,-47,-24,0,0,0,0,0,0,1
2325,4,1,3,2,5,0,0,0,0,0,0,-61,-76,-79,-63,-79,-44,3,0,0,0,0,0,0
2326,7,0,2,2,4,0,0,0,0,0,0,-64,-76,-76,-57,-72,-39,2,0,0,0,0,0,0
2327,4,0,2,2,4,0,0,0,-2,-2,-2,-62,-79,-81,-67,-83,-47,0,0,0,0,0,0,0
2328,19,0,2,2,2,-1,-1,-1,-1,-2,-1,-69,-85,-81,-67,-83,-40,0,0,0,0,12,0,0
2329,8,0,2,1,3,0,0,0,0,0,0,-54,-69,-72,-58,-73,-42,0,0,0,0,0,0,0
2330,23,1,1,2,2,0,0,0,0,0,0,-35,-49,-61,-33,-48,-21,0,0,0,1,1,1,0
2331,8,0,1,2,2,-2,-2,-2,-2,-2,-2,-69,-85,-81,-66,-82,-46,0,0,0,0,0,0,1
2332,1,1,1,2,2,2,2,2,2,-2,-1,-69,-84,-81,-67,-83,-47,0,0,0,0,0,0,0
2333,20,0,1,1,3,-1,-1,2,2,-1,-1,-69,-85,-81,-67,-81,-46,0,0,0,1,1,1,0
2334,13,0,2,2,2,0,0,0,0,-1,-1,-67,-83,-80,-64,-82,-47,0,0,0,0,0,0,0
2335,4,0,1,1,2,0,0,0,0,0,0,-64,-80,-78,-61,-76,-41,0,0,0,0,0,0,0
2336,4,0,2,1,2,0,0,0,0,0,0,-63,-76,-77,-61,-77,-42,3,0,0,0,0,0,1
2337,22,0,3,1,4,-1,-1,-2,-1,0,-1,-69,-84,-81,-65,-81,-47,0,0,1,0,0,0,0
2338,14,0,2,2,2,-1,-1,-1,-1,0,0,-69,-84,-81,-65,-79,-44,0,0,1,1,0,0,0
2339,23,1,2,1,3,0,0,0,0,0,0,-68,-58,-66,-40,-54,-25,15,0,0,0,1,0,0
2340,7,1,2,2,2,1,2,2,2,0,0,-55,-70,-76,-58,-73,-40,0,0,0,0,0,0,0
2341,13,0,3,2,3,1,-2,-2,-1,-1,-1,-69,-85,-81,-66,-82,-46,0,0,0,0,1,0,0
2342,28,1,2,1,5,0,0,0,0,0,0,-54,-71,-73,-51,-66,-33,0,0,0,0,1,0,0
2343,7,1,5,1,2,0,0,0,0,0,0,-55,-71,-73,-52,-67,-37,0,0,0,0,0,0,0
2344,39,1,2,1,3,0,0,0,0,0,0,-4,-11,-38,-28,-43,-34,3,0,0,1,1,0,0
2345,1,1,3,3,4,0,0,-1,0,-1,-1,-66,-82,-79,-64,-82,-47,0,1,0,0,0,0,0
2346,35,1,1,2,3,-1,-1,-1,-1,-1,-1,-67,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
2347,25,0,2,2,2,0,0,0,0,-1,0,-67,-83,-80,-64,-82,-46,0,0,0,0,0,0,1
2348,2,1,1,2,2,1,2,2,0,0,0,-68,-84,-81,-66,-82,-47,0,0,0,0,0,0,0
2349,12,1,2,2,2,0,0,0,0,-1,0,-46,-62,-69,-60,-69,-38,0,0,0,11,0,1,1
2350,48,1,1,1,4,0,0,0,0,0,0,-53,-67,-70,-48,-62,-30,0,0,0,0,0,0,0
2351,57,1,1,1,4,0,0,0,0,0,0,-23,-35,-54,-19,-33,-11,1,0,0,1,1,1,0
2352,1,1,2,1,3,0,0,2,0,0,0,-67,-83,-80,-64,-80,-44,0,0,0,0,0,0,1
2353,17,0,1,2,3,0,-1,0,0,0,-1,-58,-85,-81,-66,-82,-45,0,0,0,0,2,0,0
2354,8,0,1,2,2,-1,-1,-1,-1,-1,-1,-69,-85,-81,-66,-83,-46,0,0,0,0,0,0,0
2355,8,1,2,2,2,0,-1,-1,0,-1,-1,-69,-85,-81,-67,-82,-34,0,0,0,0,19,0,0
2356,43,0,1,1,5,2,0,0,0,0,0,-21,-48,-61,-32,-45,-17,0,0,0,1,1,1,1
2357,27,0,2,1,5,0,0,0,0,0,0,-61,-76,-76,-58,-73,-39,0,0,0,0,0,0,0
2358,22,1,1,2,2,0,0,0,0,0,0,-48,-63,-79,-63,-79,-45,0,0,0,0,0,1,0
2359,29,1,2,2,3,0,0,0,0,0,0,-21,-47,-63,-35,-53,-31,3,0,1,1,1,0,0
2360,1,0,2,1,4,-1,2,-1,-1,0,0,-68,-85,-81,-65,-81,-46,0,0,0,0,0,0,0
2361,7,0,2,2,2,0,0,0,-1,0,0,-65,-80,-81,-65,-81,-46,0,0,1,0,0,0,0
2362,1,1,2,2,2,8,7,6,5,4,3,-65,-81,-79,-63,-78,-44,0,0,0,0,0,0,0
2363,21,1,1,2,3,-1,-1,-1,-2,-2,-2,-66,-85,-81,-67,-83,-47,0,0,0,0,0,0,1
2364,20,0,2,1,4,0,0,0,0,0,0,-57,-71,-72,-50,-65,-33,0,0,0,0,0,0,0
2365,12,1,3,2,4,2,0,0,0,0,0,-59,-74,-75,-55,-77,-43,0,0,0,0,0,0,1
2366,39,1,1,1,6,0,0,0,0,0,0,-24,-71,-75,-58,-80,-47,5,0,0,0,0,0,0
2367,11,0,1,2,2,-1,-1,-1,-1,-1,-1,-68,-83,-81,-67,-81,-46,1,0,0,1,0,0,0
2368,45,0,2,1,3,0,0,0,0,0,0,-47,-74,-76,-58,-75,-42,0,0,0,0,0,0,0
2369,22,0,1,1,4,-1,-1,-1,-1,-1,-1,-69,-85,-81,-66,-82,-47,0,0,0,0,0,0,0
2370,20,1,2,2,2,0,0,0,0,0,0,-37,-49,-61,-36,-49,-20,0,0,0,1,1,1,0
2371,2,0,2,2,2,-2,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
2372,4,0,3,1,3,0,0,0,0,0,0,-62,-78,-80,-65,-81,-46,0,0,0,0,0,0,0
2373,24,0,1,2,2,-1,-1,0,0,0,0,-69,-85,-81,-66,-82,-46,0,0,0,0,0,0,0
2374,4,0,2,2,2,3,3,2,2,2,2,-63,-79,-77,-60,-75,-41,0,0,0,0,0,0,1
2375,3,1,2,1,3,2,2,2,2,2,2,-64,-79,-78,-60,-75,-41,0,0,0,0,1,0,1
2376,22,1,2,1,3,0,0,2,0,0,0,-64,-79,-78,-60,-75,-41,0,0,0,0,0,0,0
2377,20,1,1,2,3,1,-2,-2,-2,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,1
2378,5,1,2,2,3,0,0,0,2,2,2,-67,-82,-79,-63,-79,-44,0,0,0,0,0,0,1
2379,49,0,1,1,4,0,0,0,0,0,0,-36,-49,-60,-30,-43,-16,0,0,0,1,1,1,0
2380,10,0,2,2,2,0,0,0,0,0,0,-55,-70,-72,-51,-65,-33,0,0,0,0,1,0,0
2381,39,1,1,1,4,0,0,0,0,0,0,-53,-67,-71,-50,-71,-37,0,0,0,1,3,4,0
2382,27,1,1,1,5,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-45,0,0,0,0,3,3,0
2383,5,1,2,1,3,0,0,0,0,-1,-1,-66,-82,-80,-65,-81,-47,0,0,0,1,0,3,0
2384,9,1,3,1,4,0,0,-1,-1,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
2385,22,0,2,2,4,0,0,0,0,0,0,-58,-74,-75,-57,-72,-41,0,0,0,1,0,0,0
2386,7,0,3,2,2,1,-2,-1,-1,-1,-1,-69,-85,-81,-66,-82,-47,0,0,0,0,0,0,0
2387,10,0,2,1,4,0,0,0,0,0,0,-62,-77,-76,-58,-74,-40,0,0,0,0,0,0,0
2388,38,1,1,1,4,-1,-1,-1,0,0,-1,-68,-85,-79,-64,-81,-46,0,1,0,0,1,0,0
2389,14,0,2,2,3,1,2,2,0,0,2,-66,-82,-79,-63,-79,-44,0,0,0,0,0,0,0
2390,17,1,2,2,2,1,2,2,-2,-1,2,-69,-84,-81,-67,-82,-47,0,0,0,0,0,0,1
2391,49,1,1,2,3,1,-1,-1,-1,0,0,-70,-85,-81,-38,-51,-21,0,0,17,0,2,1,0
2392,4,1,3,1,3,2,3,2,2,2,2,-63,-78,-77,-59,-74,-40,0,0,0,0,0,0,1
2393,1,0,3,2,4,0,0,2,0,-1,-1,-68,-83,-80,-65,-82,-47,0,0,0,0,0,0,0
2394,12,0,2,2,2,1,-2,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
2395,10,0,3,1,2,0,0,0,0,0,0,-59,-74,-75,-58,-73,-40,0,0,0,0,0,0,0
2396,19,1,2,1,2,0,0,0,2,2,2,-61,-77,-76,-58,-73,-40,0,0,0,0,0,0,0
2397,4,0,2,1,4,0,0,0,0,0,0,-61,-77,-78,-61,-77,-42,0,0,0,0,0,0,0
2398,12,1,1,2,2,0,0,0,0,0,0,-47,-62,-70,-50,-65,-33,0,0,0,0,0,0,0
2399,25,1,2,2,2,0,0,2,0,0,0,-43,-51,-64,-37,-51,-31,12,0,0,0,1,11,0
2400,17,1,2,1,3,-1,-1,-1,-1,-1,-1,-69,-85,-81,-65,-82,-47,0,0,0,0,0,0,0
2401,32,0,1,1,2,-1,-1,-1,0,0,0,-69,-85,-81,-66,-82,-47,0,0,0,0,0,0,0
2402,7,0,2,2,2,1,2,2,2,2,2,-60,-76,-75,-56,-69,-36,0,0,0,2,0,0,0
2403,31,1,1,2,3,-1,2,-1,-1,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,1
2404,1,1,2,2,3,-1,-1,-1,0,0,-1,-68,-85,-79,-63,-81,-47,1,1,0,0,0,0,0
2405,4,0,3,2,4,2,2,7,7,7,7,-69,-85,-81,-66,-82,-46,0,0,0,0,0,0,1
2406,20,0,3,1,4,0,0,0,0,0,0,-34,-46,-58,-41,-55,-25,1,0,0,0,1,1,0
2407,41,1,2,2,3,2,2,0,0,2,0,-28,-68,-72,-49,-64,-33,0,0,0,0,0,0,1
2408,20,0,2,2,3,-2,-2,-2,-2,-2,-2,-69,-85,-81,-67,-82,-45,0,0,0,0,2,0,0
2409,15,0,2,1,4,0,0,0,0,0,0,-63,-78,-77,-59,-74,-40,0,0,0,0,0,0,0
2410,1,0,1,2,2,0,0,0,0,0,0,-66,-82,-79,-63,-79,-44,0,0,0,0,0,0,0
2411,35,1,1,2,3,-1,-1,-1,-1,-2,-1,-69,-85,-81,-67,-83,-46,0,0,0,0,1,0,0
2412,2,1,2,3,5,2,0,0,0,0,0,-67,-83,-80,-64,-79,-44,0,0,0,0,0,0,1
2413,4,1,2,2,2,1,-1,0,0,0,0,-70,-76,-76,-58,-73,-39,5,0,0,0,0,0,0
2414,2,1,2,1,3,1,-1,-1,-1,-1,-2,-69,-85,-81,-66,-83,-47,0,0,0,0,0,0,1
2415,2,0,2,2,2,0,0,0,0,0,0,-65,-80,-78,-61,-77,-43,0,0,0,0,0,0,0
2416,27,0,2,2,2,-1,-1,0,0,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
2417,2,0,3,2,2,2,0,0,2,2,0,-64,-80,-78,-61,-77,-42,0,0,0,0,0,0,1
2418,1,1,2,2,3,0,0,0,0,0,2,-67,-83,-80,-65,-81,-46,0,0,0,0,0,0,0
2419,29,0,1,1,5,0,0,0,0,0,0,-50,-69,-72,-51,-66,-39,0,0,7,0,0,0,0
2420,17,0,1,2,3,-1,3,2,0,-1,2,-69,-85,-81,-67,-82,-46,0,0,0,0,0,0,0
2421,1,0,2,1,2,4,3,2,2,2,2,-67,-82,-80,-64,-79,-44,0,0,0,0,0,0,1
2422,7,0,3,1,3,0,0,0,-2,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
2423,1,0,2,1,4,0,0,0,0,0,0,-66,-82,-79,-63,-79,-47,0,0,0,0,0,0,0
2424,5,1,1,2,2,0,0,0,0,0,-1,-64,-79,-80,-65,-81,-46,0,0,0,0,0,0,0
2425,1,1,2,2,2,0,0,2,2,2,0,-66,-82,-79,-63,-79,-44,0,0,0,0,0,0,0
2426,2,0,3,1,6,1,2,0,0,0,0,-64,-80,-78,-61,-77,-42,0,0,0,0,0,0,0
2427,4,1,1,2,3,1,2,2,0,0,2,-65,-80,-78,-62,-77,-42,0,0,0,0,0,0,1
2428,7,1,1,1,4,0,-1,-1,0,-1,-1,-61,-81,-81,-65,-78,-46,2,0,0,3,1,1,0
2429,16,0,2,2,2,-1,-1,2,0,0,-1,-69,-85,-81,-66,-82,-47,0,0,0,0,0,3,1
2430,15,1,1,1,3,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,1
2431,12,1,1,2,2,1,2,2,2,-2,-1,-59,-74,-75,-67,-83,-47,0,0,0,0,0,0,0
2432,2,0,2,1,3,2,2,2,2,0,0,-64,-79,-78,-61,-77,-42,0,0,0,0,0,0,1
2433,9,0,1,2,3,1,-1,-1,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,1,0,0,0
2434,11,0,2,2,2,3,3,2,2,2,2,-54,-69,-72,-53,-68,-35,0,0,0,0,0,0,1
2435,14,0,1,1,4,-1,-1,-2,-1,-1,-1,-69,-85,-81,-61,-83,-47,0,0,3,0,0,0,1
2436,9,0,3,1,2,1,2,0,0,0,0,-60,-75,-74,-53,-67,-34,0,0,0,1,1,0,1
2437,2,1,2,2,2,2,0,0,0,2,2,-65,-80,-78,-61,-77,-42,0,0,0,0,0,0,1
2438,15,0,2,2,4,-2,-2,-2,-2,-2,-2,-69,-85,-81,-66,-82,-47,0,0,0,0,0,0,0
2439,11,0,3,1,4,-2,-2,-2,-2,-2,-2,-69,-84,-81,-66,-82,-47,0,0,0,0,0,0,0
2440,15,0,1,2,4,-1,0,0,-2,-2,-2,-58,-72,-73,-53,-68,-35,0,0,0,0,0,0,0
2441,33,0,1,1,3,1,-1,-1,-1,-2,-1,-69,-85,-81,-67,-83,-46,0,0,0,0,0,0,1
2442,23,1,3,1,5,0,0,0,0,0,0,-65,-80,-79,-62,-77,-42,0,0,0,0,0,0,0
2443,2,0,3,1,4,1,2,0,0,0,0,-64,-80,-78,-61,-77,-42,0,0,0,0,0,0,0
2444,4,1,2,1,5,0,0,0,2,0,0,-61,-76,-76,-63,-79,-44,0,0,0,0,0,0,0
2445,19,1,2,2,2,1,-2,-2,-1,0,0,-69,-85,-81,-67,-73,-39,0,0,0,7,0,0,1
2446,7,0,2,2,4,0,0,0,-1,-1,-1,-67,-83,-81,-66,-80,-46,0,0,0,2,0,0,0
2447,4,0,2,2,4,2,2,2,2,2,2,-69,-84,-76,-58,-73,-40,0,2,0,0,0,0,1
2448,12,0,2,1,2,0,0,0,0,0,0,-66,-82,-80,-64,-80,-45,0,0,0,0,0,0,0
2449,28,1,1,1,5,1,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,1
2450,2,0,3,1,4,0,0,0,0,0,0,-65,-80,-78,-62,-77,-42,0,0,0,0,0,0,1
2451,33,1,3,1,4,0,0,0,0,0,0,-56,-74,-75,-55,-70,-38,0,0,0,0,1,1,0
2452,17,0,1,2,2,-1,-1,-1,-1,0,-1,-69,-85,-81,-66,-82,-46,0,0,0,0,0,1,0
2453,5,0,1,2,2,0,0,2,0,0,0,-59,-73,-75,-61,-77,-43,0,0,0,0,0,0,0
2454,38,0,1,2,2,-1,0,0,0,0,0,-55,-70,-74,-56,-72,-39,0,0,0,0,0,0,0
2455,45,1,1,1,3,0,0,0,0,0,0,-2,-12,-39,-4,-14,6,1,0,1,2,3,1,0
2456,49,1,1,1,5,0,0,0,0,0,0,0,-11,-45,-12,-24,-6,1,0,1,2,2,1,0
2457,2,0,2,1,4,-1,2,2,2,2,2,-68,-84,-80,-65,-80,-45,0,0,0,0,0,0,0
2458,7,0,2,2,2,1,2,2,2,2,2,-64,-80,-78,-61,-76,-42,0,0,0,0,0,0,0
2459,24,0,2,1,4,-1,-1,-1,-1,-2,-2,-63,-76,-81,-67,-83,-47,5,0,0,0,0,0,0
2460,27,0,1,2,2,0,0,0,0,0,0,-44,-63,-70,-47,-62,-31,0,0,0,0,1,0,0
2461,2,0,2,2,2,2,2,2,2,2,2,-65,-80,-78,-62,-77,-42,0,0,0,0,0,0,1
2462,2,1,1,2,2,2,0,0,0,0,0,-66,-81,-76,-62,-77,-46,0,0,0,0,0,0,1
2463,1,1,2,2,2,1,3,2,2,2,2,-66,-82,-79,-63,-79,-44,0,0,0,0,0,0,1
2464,37,0,3,1,5,-2,-2,-2,-2,-2,-2,-69,-85,-81,-64,-81,-47,0,0,1,1,0,1,1
2465,9,0,3,1,2,4,3,2,0,0,-1,-39,-56,-67,-45,-60,-32,0,0,0,0,23,0,1
2466,17,1,2,2,3,-1,-1,-1,-1,-1,-1,-69,-85,-81,-66,-82,-46,0,0,0,0,1,0,1
2467,7,0,1,2,2,0,0,0,0,0,0,-69,-85,-81,-66,-81,-47,0,0,0,0,0,0,0
2468,21,1,1,2,3,0,0,0,0,0,0,-41,-56,-64,-37,-52,-23,0,0,0,0,1,1,0
2469,16,0,2,2,2,0,0,0,0,0,0,-45,-58,-67,-44,-58,-29,0,0,0,0,0,0,0
2470,13,0,1,2,2,2,2,2,2,2,2,-52,-67,-70,-48,-62,-33,0,0,0,0,0,0,1
2471,1,1,1,2,2,2,2,3,2,2,2,-68,-83,-80,-65,-80,-45,0,0,0,0,0,0,1
2472,9,0,3,1,3,0,0,0,0,0,0,-59,-73,-74,-54,-69,-36,0,0,0,0,0,0,0
2473,4,0,3,1,4,0,0,0,0,0,0,-64,-79,-78,-61,-77,-43,0,0,0,0,0,0,0
2474,29,0,2,2,3,-1,-1,-1,-1,2,-1,-69,-85,-81,-67,-83,-46,0,0,0,0,1,0,0
2475,2,0,3,2,2,0,0,0,0,2,2,-65,-80,-78,-61,-77,-42,0,0,0,0,0,0,0
2476,4,1,3,1,5,0,0,0,0,0,0,-61,-76,-76,-63,-79,-44,0,0,0,0,0,0,0
2477,15,1,2,2,3,-1,-1,0,0,0,0,-69,-76,-79,-61,-76,-41,5,0,0,1,1,0,0
2478,7,1,2,2,2,0,0,0,0,2,0,-61,-77,-76,-58,-73,-39,0,0,0,0,0,0,0
2479,13,0,2,1,2,0,0,0,0,0,0,-46,-60,-70,-47,-62,-31,0,0,0,0,0,0,0
2480,1,1,2,2,2,1,2,0,0,0,0,-66,-82,-79,-63,-79,-44,0,0,0,0,0,0,1
2481,4,1,3,1,5,-1,-1,-1,-1,-1,0,-66,-84,-79,-66,-81,-46,0,1,0,1,1,0,0
2482,19,0,1,2,3,1,-2,-2,-1,2,2,-69,-85,-81,-67,-82,-46,0,0,0,0,0,0,1
2483,7,0,2,1,2,-2,-2,-2,-2,-2,-2,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,1
2484,7,0,2,2,2,1,2,2,0,0,0,-55,-70,-73,-51,-66,-35,0,0,0,0,0,0,0
2485,20,0,1,2,3,-1,-1,-1,-1,-2,-2,-68,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
2486,25,1,2,1,2,0,0,0,-1,-1,-1,-65,-84,-81,-65,-82,-47,0,0,0,0,0,0,0
2487,19,1,2,1,4,1,-1,-1,-1,-1,-1,-69,-85,-81,-66,-82,-47,0,0,0,0,0,0,1
2488,10,0,2,1,3,2,2,2,2,2,0,-50,-64,-70,-46,-61,-30,0,0,0,0,1,0,1
2489,1,1,2,2,2,0,0,0,0,2,2,-68,-84,-81,-65,-81,-45,0,0,0,0,0,0,0
2490,19,1,1,2,3,0,0,2,0,0,2,-53,-68,-73,-55,-68,-37,0,0,0,1,0,0,0
2491,29,1,1,2,3,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,1
2492,35,0,1,1,3,-1,-1,-1,-1,-2,-2,-68,-85,-81,-67,-83,-46,0,0,0,0,0,0,0
2493,28,0,2,1,3,0,0,0,0,0,0,-56,-70,-73,-52,-68,-35,0,0,0,0,0,0,0
2494,2,1,3,1,2,1,2,0,0,0,0,-64,-80,-79,-63,-79,-47,0,0,0,0,0,0,1
2495,29,1,1,1,4,-2,-2,-2,-2,-1,-1,-69,-85,-81,-66,-81,-46,0,0,0,0,1,4,0
2496,29,0,1,2,2,-1,-1,-1,-1,-1,-1,-69,-85,-78,-65,-82,-47,0,1,1,0,0,0,0
2497,20,0,3,2,4,-2,-2,-1,-1,-2,-2,-69,-85,-81,-67,-82,-47,0,0,0,0,0,1,0
2498,4,1,3,1,3,0,0,0,0,0,0,-56,-71,-73,-54,-70,-38,0,0,0,0,0,0,1
2499,33,0,1,2,2,0,0,0,0,0,0,-10,-27,-64,-43,-58,-32,1,0,2,0,0,0,0
2500,32,1,1,1,3,0,0,0,0,0,0,-45,-59,-67,-43,-60,-31,0,0,1,1,1,1,1
2501,21,0,1,2,2,0,0,0,0,0,0,-62,-79,-78,-62,-77,-44,0,0,1,2,3,2,0
2502,9,0,2,2,3,0,0,0,0,-2,-2,-65,-81,-79,-67,-83,-47,0,0,0,0,0,0,0
2503,25,1,1,2,3,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,1
2504,17,1,2,2,3,-1,-1,-1,-1,-1,-1,-69,-80,-81,-67,-83,-47,3,0,0,0,0,0,0
2505,19,1,2,1,4,-1,-1,2,0,0,-1,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
2506,10,0,3,2,4,0,0,0,0,0,0,-54,-74,-75,-55,-70,-37,0,0,0,0,0,1,1
2507,1,1,2,2,4,0,0,0,2,0,0,-68,-84,-80,-65,-80,-45,0,0,0,0,0,0,1
2508,5,1,1,2,2,0,0,0,0,0,0,-67,-83,-80,-63,-79,-44,0,0,0,0,0,0,0
2509,2,1,3,1,2,2,2,2,2,2,4,-65,-81,-79,-62,-77,-43,0,0,0,0,0,0,1
2510,2,0,1,2,2,2,2,2,0,0,0,-64,-79,-78,-61,-77,-42,0,0,0,0,0,0,1
2511,41,0,1,1,3,-1,-1,-1,-1,-1,-1,-63,-85,-80,-64,-80,-45,0,0,1,1,2,7,1
2512,33,1,1,1,3,-1,-1,-1,-1,2,0,-69,-85,-81,-40,-55,-29,0,0,15,0,4,0,1
2513,26,1,2,1,3,1,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
2514,35,0,4,2,3,-2,-2,-1,0,0,0,-67,-85,-81,-66,-82,-47,0,0,0,0,0,8,0
2515,22,0,1,2,2,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
